Filtering_time_step,RMSE_letkf
0.0,3.405570461098714
1.0,3.0900447645716174
2.0,2.8629152059424814
3.0,2.721708958573937
4.0,2.5900800188847226
5.0,2.5203339284423225
6.0,2.464534620693494
7.0,2.3792133171656555
8.0,2.312809235994233
9.0,2.2650631949776394
10.0,2.20267512111148
11.0,2.180706415953463
12.0,2.1481979692628936
13.0,2.063351247250342
14.0,1.9875028514141888
15.0,1.9688252894371514
16.0,1.931622511516136
17.0,1.8904629908761976
18.0,1.8532728456488192
19.0,1.8153718682649236
20.0,1.76180609007061
21.0,1.743562367739728
22.0,1.7098738647218716
23.0,1.7163531751149916
24.0,1.766711904027185
25.0,1.7996957242479399
26.0,1.8284573959628907
27.0,1.8393896649197015
28.0,1.8800537112841191
29.0,1.8927295915750275
30.0,1.9264618171030203
31.0,1.9653671386995129
32.0,1.931420898988389
33.0,1.909423124188559
34.0,1.9176476644538483
35.0,1.9505181899299067
36.0,1.9902400273714393
37.0,2.038189088665763
38.0,2.087423486208818
39.0,2.0727782897056963
40.0,2.1031477800024514
41.0,2.1085751885898034
42.0,2.177101531311099
43.0,2.1550242061107356
44.0,2.1278640989594075
45.0,2.1605730220576223
46.0,2.1417550075497926
47.0,2.1646886784414896
48.0,2.1393867209676953
49.0,2.163537271173845
50.0,2.1292222066208497
51.0,2.1304673601092396
52.0,2.1280565332980044
53.0,2.1819530294840654
54.0,2.1925730427036885
55.0,2.261078789624079
56.0,2.2675985284169187
57.0,2.3053265329042296
58.0,2.3107828612290042
59.0,2.3506505681616474
60.0,2.3232247626568663
61.0,2.3319623909433997
62.0,2.34468353013061
63.0,2.354051187399616
64.0,2.335738697996287
65.0,2.2709203555546917
66.0,2.1979628399981244
67.0,2.179900294973728
68.0,2.1709342035049977
69.0,2.162513544333885
70.0,2.125817707171621
71.0,2.1170793385214983
72.0,2.123260746830247
73.0,2.130396073639649
74.0,2.1188323049557583
75.0,2.0915636925834065
76.0,2.0384762540736707
77.0,2.019531193255233
78.0,1.9823621492693133
79.0,2.003131273292294
80.0,1.9938287107313086
81.0,1.9800401156163134
82.0,1.9946862746413987
83.0,1.9943876114577839
84.0,1.999027649205898
85.0,1.9647325555175743
86.0,1.9658053287475508
87.0,1.9722648184279354
88.0,1.977678973087975
89.0,2.008731954496305
90.0,1.9975996225068455
91.0,2.030404521148171
92.0,2.072550049699158
93.0,2.084634583028411
94.0,2.0789576016514477
95.0,2.051349398363322
96.0,2.0619599808705056
97.0,2.049268035902073
98.0,2.065340699499811
99.0,2.115257745967217
100.0,2.119238910292652
101.0,2.1151853167754573
102.0,2.142835763125723
103.0,2.2090591212112973
104.0,2.2556294779224286
105.0,2.2731044460593486
106.0,2.2543241774636504
107.0,2.2891200715880724
108.0,2.285451349180922
109.0,2.2843822840098955
110.0,2.3163985939333855
111.0,2.341083389483169
112.0,2.363636138924885
113.0,2.3399551603705224
114.0,2.329981222409366
115.0,2.352570891892138
116.0,2.3619219147536303
117.0,2.3539123364487526
118.0,2.311820475329909
119.0,2.287787124825945
120.0,2.3203459905627803
121.0,2.368285716026127
122.0,2.363396173321788
123.0,2.3675561313411393
124.0,2.3911399835353295
125.0,2.4227771116015004
126.0,2.4734260335519704
127.0,2.4682380256467797
128.0,2.447260291228307
129.0,2.4259983211680933
130.0,2.442649667261894
131.0,2.419495756013833
132.0,2.315189161198422
133.0,2.254529713107641
134.0,2.2623702169935616
135.0,2.239489978342099
136.0,2.2337627581450628
137.0,2.211386884172843
138.0,2.1456158218553867
139.0,2.137341143611561
140.0,2.1219963821640944
141.0,2.1179937949163548
142.0,2.106117709531849
143.0,2.138196407011559
144.0,2.123946698730866
145.0,2.1138033298398473
146.0,2.1201580300945735
147.0,2.143477926303548
148.0,2.1472272698929116
149.0,2.1072673162999243
150.0,2.0776913853272583
151.0,2.0806103125158666
152.0,2.10088654386629
153.0,2.125911810640568
154.0,2.1316704822549504
155.0,2.128936207942961
156.0,2.154715110551894
157.0,2.156179343156905
158.0,2.1819500855006626
159.0,2.2036711305539685
160.0,2.2335382577453675
161.0,2.1942816521687205
162.0,2.1912595757366247
163.0,2.1557826587623348
164.0,2.1552044694960824
165.0,2.1392423582300077
166.0,2.122446207429703
167.0,2.110436631555596
168.0,2.098775243524323
169.0,2.0993345652567363
170.0,2.109529867717636
171.0,2.046026505589642
172.0,2.0335931851865108
173.0,2.0364956948317436
174.0,2.0562659950105338
175.0,2.0423175594884415
176.0,2.0304553269473584
177.0,2.029274692808718
178.0,1.9851363791274779
179.0,1.9409043246136184
180.0,1.9521232154736645
181.0,1.9113239102760193
182.0,1.9351790463859133
183.0,1.9322299001875418
184.0,1.9254271532897995
185.0,1.9396716803921923
186.0,1.9079336814255463
187.0,1.8622647296234127
188.0,1.8124384230764259
189.0,1.7934970072205956
190.0,1.774515363920003
191.0,1.742360618876285
192.0,1.73500943054938
193.0,1.7499444832979987
194.0,1.7413886741669635
195.0,1.742171266420155
196.0,1.776177457550299
197.0,1.7998761099840215
198.0,1.8084267752175938
199.0,1.8462510629073445
200.0,1.885861066764443
201.0,1.894419740574291
202.0,1.9241811044738986
203.0,1.9426375110795229
204.0,1.9637962738563264
205.0,1.91467110305373
206.0,1.918588826144842
207.0,1.9147523152550836
208.0,1.9349949880666388
209.0,2.0070358312943797
210.0,2.0374305146179457
211.0,2.0600981930453046
212.0,2.056461950983613
213.0,2.072851033001805
214.0,2.082093487129402
215.0,2.116623472367852
216.0,2.1515027350273623
217.0,2.158092839802681
218.0,2.209369115905219
219.0,2.2832154776546485
220.0,2.3143647147472644
221.0,2.3170198012891277
222.0,2.2657804925180063
223.0,2.256597855328999
224.0,2.2607773937207467
225.0,2.2759116183045207
226.0,2.2726863535698
227.0,2.1831359573183913
228.0,2.2150418101953337
229.0,2.2189243277667803
230.0,2.2451710506672247
231.0,2.2024947876611263
232.0,2.158583031771048
233.0,2.2109728737494456
234.0,2.215443898855237
235.0,2.2111181573560077
236.0,2.1754768000219196
237.0,2.155727486606486
238.0,2.163765142092465
239.0,2.14514029526824
240.0,2.1022504245469698
241.0,2.060544956352421
242.0,2.027080005403845
243.0,1.9965533064264402
244.0,1.9879086527779857
245.0,1.9985904441405935
246.0,1.9890218892692724
247.0,1.9963644689294089
248.0,1.9973736271384877
249.0,1.994617700640743
250.0,2.032786062127211
251.0,2.0815685655727605
252.0,2.1364530599425664
253.0,2.151249400336155
254.0,2.1262299029522627
255.0,2.1036486358310227
256.0,2.1050859112653373
257.0,2.0746079399238146
258.0,2.0490206735155634
259.0,1.9829588043588247
260.0,1.9310020498742986
261.0,1.9066086567940859
262.0,1.8810717318046986
263.0,1.8228084129063487
264.0,1.8175087103836247
265.0,1.7965690734488562
266.0,1.7938521728601238
267.0,1.8253960093008932
268.0,1.8251751340066111
269.0,1.794632144630756
270.0,1.8269716419853812
271.0,1.8385043584889844
272.0,1.8505895444826372
273.0,1.85254842773763
274.0,1.8064133070268054
275.0,1.7847240781471785
276.0,1.7986281897323713
277.0,1.8482078036937835
278.0,1.8845075704250214
279.0,1.8779899902498367
280.0,1.8769946810598919
281.0,1.881278785755545
282.0,1.9006652975494296
283.0,1.8877559900610799
284.0,1.8870391955764052
285.0,1.9083463796157036
286.0,1.941053042617404
287.0,1.939771324993511
288.0,1.9215676916999362
289.0,1.9576942139061702
290.0,1.9943042615034092
291.0,1.9718898677904084
292.0,1.9456387825161299
293.0,1.8975422172068888
294.0,1.885586317982037
295.0,1.8877416357411587
296.0,1.887779523840454
297.0,1.8734739246999412
298.0,1.8704147054654945
299.0,1.844961623486649
300.0,1.7990724301802004
301.0,1.8065310154714223
302.0,1.8152413310964381
303.0,1.8056345084155465
304.0,1.8098100597574185
305.0,1.8217132067600523
306.0,1.8228111681275614
307.0,1.8211479888776798
308.0,1.8469415266132156
309.0,1.8748349827445503
310.0,1.856129924157663
311.0,1.8617233331719611
312.0,1.845804788839378
313.0,1.8412115041430719
314.0,1.8718313453749074
315.0,1.9073770507640513
316.0,1.9247565616840423
317.0,1.9750593400572825
318.0,1.992790900352001
319.0,1.9605324146193492
320.0,1.9345842817618757
321.0,1.9417477545885862
322.0,1.949940601014433
323.0,1.9929870499622973
324.0,2.028433907857815
325.0,2.020740397720637
326.0,2.0436699316861824
327.0,2.094953185690355
328.0,2.1308476446974765
329.0,2.1385565693149298
330.0,2.0957020618335798
331.0,2.1527273637308033
332.0,2.223973363957517
333.0,2.2552437890924906
334.0,2.285094982229598
335.0,2.30533614474128
336.0,2.2666909251250624
337.0,2.2205618157998135
338.0,2.1927171286332574
339.0,2.1736437148197845
340.0,2.1683679537986644
341.0,2.1569616532235996
342.0,2.152964558156977
343.0,2.125719919149308
344.0,2.139870095729936
345.0,2.16209328903054
346.0,2.2060375741309923
347.0,2.1602147357657615
348.0,2.133785594318365
349.0,2.079931606085044
350.0,2.071974720006872
351.0,2.1001013152063392
352.0,2.094938949308329
353.0,2.1098867609696974
354.0,2.089763743915591
355.0,2.101113507967626
356.0,2.067096049570384
357.0,2.079023584224916
358.0,2.104642381787982
359.0,2.1231698479548267
360.0,2.1147840227896615
361.0,2.095045849144971
362.0,2.085677298661899
363.0,2.0523098427563897
364.0,2.038525254182307
365.0,2.034568315927096
366.0,2.024935987201754
367.0,2.01404722465916
368.0,1.997126087276013
369.0,1.9554297404377314
370.0,1.9157357592715463
371.0,1.9253176614115242
372.0,1.9088766350473592
373.0,1.9016316824363262
374.0,1.9014205440832295
375.0,1.84976044899301
376.0,1.8697285381222681
377.0,1.904178817897907
378.0,1.924024990920411
379.0,1.9382437072752412
380.0,1.9364478084059036
381.0,1.9454098653189034
382.0,1.993860383649224
383.0,1.9717056047262842
384.0,1.9747643240511474
385.0,2.065463099371427
386.0,2.0726312432505307
387.0,2.052484160293413
388.0,2.029790431345253
389.0,1.9963345980075538
390.0,1.9932361629925575
391.0,2.004518956821576
392.0,2.0233104974641907
393.0,2.0020063607584015
394.0,1.9850992095180249
395.0,2.0041394823777825
396.0,2.0143052624959
397.0,2.0039323590990596
398.0,1.9961389537094176
399.0,1.9949860658497132
